Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
"This dataset shows the locations of Cycling Scotland's Go Mountrain Bike centres across the UK as of 2019",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ec90664f-00ed-4ef7-afe0-5a51aba90294,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=989cccbd-1e21-4aa3-8071-5556c0aa720e,2019-04-04T10:46:24.051Z,2019-11-08T11:31:07.374Z,,,json,,"Transport / Mobility","Active Travel, Cycling Scotland, Tourism, Mountain Biking",OGL3,
"This dataset shows the locations of Cycling Scotland's Go Mountrain Bike centres across the UK as of 2019",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ec90664f-00ed-4ef7-afe0-5a51aba90294,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=8fa7d5eb-ed2e-4020-9d6b-e56bb9e9e5fe,2019-04-04T10:46:24.051Z,2019-11-08T11:31:07.374Z,,,csv,,"Transport / Mobility","Active Travel, Cycling Scotland, Tourism, Mountain Biking",OGL3,
"This dataset shows the locations of Cycling Scotland's Go Mountrain Bike centres across the UK as of 2019",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ec90664f-00ed-4ef7-afe0-5a51aba90294,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=efa338b1-2fe2-4f65-a08c-21400237de94,2019-04-04T10:46:24.051Z,2019-11-08T11:31:07.374Z,,,xml,,"Transport / Mobility","Active Travel, Cycling Scotland, Tourism, Mountain Biking",OGL3,
"Cycle data from 2018 City Centre Cordon survey",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ec524177-6c0e-497d-85b9-3906eb525840,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/additionalDocumentation/ebe31a3b-6295-4338-bcd6-a466ac521501/2018_Cycling Cordon Plan_ISSUE.pdf,2019-05-13T14:44:51.982Z,2019-10-28T15:43:34.338Z,,,pdf,,"Transport / Mobility","Active Travel, Cycling, Government",OGL3,
"This data highlights all university and college campuses across Scotland that have received a Cycling Friendly Campus Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ccdfe336-fc50-44e4-8e07-77ec03547b0e,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/c92986a3-157a-485b-b967-f15f041ccecf/5/urql,2019-10-17T15:06:31.003Z,2019-11-26T12:10:04.241Z,,,json,,"Transport / Mobility","Active Travel, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"This data highlights all university and college campuses across Scotland that have received a Cycling Friendly Campus Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ccdfe336-fc50-44e4-8e07-77ec03547b0e,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=a101efee-bc93-47fc-b403-3d97149a0f38,2019-10-17T15:06:31.003Z,2019-11-26T12:10:04.241Z,,,csv,,"Transport / Mobility","Active Travel, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"Data from the Transport and Travel related questions asked in the Scottish Household Survey 2016. Data is of average distance traveled (km) nationally. Data is classified by Local Authority, Regional Transport Partnership, and Urban/Rural Classification. Reproduced via Open Government Licence. https://www.transport.gov.scot/publication/26-september-2017-transport-and-travel-in-scotland-2016/",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ba9b5d11-01c5-4a50-9232-9c54634ebb62,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/6b18c08b-3562-4f6a-8154-6fab63fbafe6/2/urql,2019-10-17T11:16:41.438Z,2019-12-16T16:25:33.572Z,,,json,,"Transport / Mobility","Government, Transport and Travel in Scotland",OGL3,
"Data from the Transport and Travel related questions asked in the Scottish Household Survey 2016. Data is of average distance traveled (km) nationally. Data is classified by Local Authority, Regional Transport Partnership, and Urban/Rural Classification. Reproduced via Open Government Licence. https://www.transport.gov.scot/publication/26-september-2017-transport-and-travel-in-scotland-2016/",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ba9b5d11-01c5-4a50-9232-9c54634ebb62,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=9f6d8939-bd70-44d2-b569-6bfc32f35353,2019-10-17T11:16:41.438Z,2019-12-16T16:25:33.572Z,,,csv,,"Transport / Mobility","Government, Transport and Travel in Scotland",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2313c4cf-ea8f-4974-98d1-50476db791cd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=e0cb9563-d672-4dad-aaae-4aebbd06060d,2021-11-26T15:37:11.471Z,2021-11-29T12:02:11.211Z,,,json,,"Transport / Mobility","Transport, National Monitoring Framework, Traffic counts, Active Travel",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2313c4cf-ea8f-4974-98d1-50476db791cd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=eea394b4-241b-4c4a-ab2e-19026132615f,2021-11-26T15:37:11.471Z,2021-11-29T12:02:11.211Z,,,csv,,"Transport / Mobility","Transport, National Monitoring Framework, Traffic counts, Active Travel",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2313c4cf-ea8f-4974-98d1-50476db791cd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=f8dbd8bf-91e7-4ae7-9d0d-38f1e0ef63e1,2021-11-26T15:37:11.471Z,2021-11-29T12:02:11.211Z,,,xml,,"Transport / Mobility","Transport, National Monitoring Framework, Traffic counts, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within Glasgow City Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/01c6a04a-1b6f-4121-9b8a-d081c7e6ea28,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/9697fc32-5f26-466a-b6b8-f9e15e6a0c3c/1/urql,2021-03-17T17:44:41.886Z,2022-02-17T14:48:17.679Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Traffic counts",OGL3,
"A real-time hourly upload from each cycling counter within East Dunbartonshire Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/3b6d8d73-4e53-4d36-94fb-940fb830302e,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/030309fb-2269-47a1-a34c-c2e5cdcdd873/1/urql,2021-04-26T16:28:38.697Z,2021-08-13T09:06:49.057Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within Stirling Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/87c7e354-a619-443c-bc84-fc69967079eb,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/f37ce11c-745a-4fae-8b3c-47eaa2905900/1/urql,2021-09-04T14:18:51.125Z,2021-09-16T09:11:57.505Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time daily upload from each cycling counter within City of Edinburgh Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b1f0bd42-e220-465e-99a3-c4f62824f21f,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/7aa487cd-3cd5-405b-850e-1e2ac317816c/1/urql,2021-03-25T12:15:32.356Z,2021-08-13T09:03:26.004Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time daily upload from each cycling counter within Aberdeenshire  Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2f91aa68-aebf-4d7b-bea6-9342995848cc,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/d7e5da9d-e676-4e5d-8959-b5a0a59ba18c/1/urql,2021-10-23T14:31:16.854Z,2021-11-16T16:14:03.416Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Traffic counts",OGL3,
"A real-time hourly upload from each cycling counter within South Lanarkshire Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/aa516804-3c9a-459b-a28c-75e80ef39e0f,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/1751a710-7f65-4fde-ad6a-9fb1ba3d19bf/1/urql,2021-08-17T23:07:23.270Z,2021-11-16T16:17:05.444Z,,,json,,"Transport / Mobility","Cycling, Active Travel, Traffic counts",OGL3,
"This dataset shows all campuses across Scotland with a Campus Cycling Officer (CCO) during the academic year 2019/2020",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/63a7fdf1-e5f1-4636-99b2-4d8ed0666776,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/8e0c9075-413d-42c7-b7f0-13b0b2535e99/3/urql,2019-10-21T11:39:17.535Z,2019-10-29T14:45:33.437Z,,,json,,"Transport / Mobility","Active Travel,  Campus, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"This dataset shows all campuses across Scotland with a Campus Cycling Officer (CCO) during the academic year 2019/2020",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/63a7fdf1-e5f1-4636-99b2-4d8ed0666776,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=1c0d1da7-cfb9-4825-911c-6118a1670db4,2019-10-21T11:39:17.535Z,2019-10-29T14:45:33.437Z,,,csv,,"Transport / Mobility","Active Travel,  Campus, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"All-mode traffic data from 48-hour surveys across Scotland in May 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2fe0e496-9f15-401e-9be4-9006c0494fe6,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=4e16a09d-cdf0-4f3f-b391-a1c5324b3338,2020-07-22T14:01:15.068Z,2021-08-17T14:30:11.999Z,,,json,,"Transport / Mobility","Active Travel, Surveys",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2fe0e496-9f15-401e-9be4-9006c0494fe6,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=04c3987d-bf0a-474a-8ef7-f65ed54c4272,2020-07-22T14:01:15.068Z,2021-08-17T14:30:11.999Z,,,csv,,"Transport / Mobility","Active Travel, Surveys",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2fe0e496-9f15-401e-9be4-9006c0494fe6,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=c570a1a8-e2bb-4b69-be1d-13c35c4327dd,2020-07-22T14:01:15.068Z,2021-08-17T14:30:11.999Z,,,xml,,"Transport / Mobility","Active Travel, Surveys",OGL3,
"Counter Locations on the John Muir Way administered by the Central Scotland Green Network Trust",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/f15da707-ae6a-4899-9d94-68e709e6160a,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=6c02dce2-4593-45d9-baa0-477b7fb5e7ce,2020-02-05T09:44:01.233Z,2020-02-05T14:41:54.926Z,,,zip,,"Geospatial, Natural Environment","Active Travel, Cycling, John Muir Way, Walking, Counter",https://creativecommons.org/licenses/by-sa/3.0/,
"All-mode traffic data from 48-hour surveys across Scotland in September 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/24ad961e-09b2-40ef-a253-abe960a53f3f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=96ac7e9a-41f7-4622-b3f9-1e6e80caccda,2020-07-22T14:25:56.771Z,2021-08-17T14:31:49.975Z,,,json,,"Transport / Mobility","Active Travel, Scottish Household Survey, Mode share",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/24ad961e-09b2-40ef-a253-abe960a53f3f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=328209bc-8cde-4386-8fb0-6cb89aeab422,2020-07-22T14:25:56.771Z,2021-08-17T14:31:49.975Z,,,xml,,"Transport / Mobility","Active Travel, Scottish Household Survey, Mode share",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2017",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/24ad961e-09b2-40ef-a253-abe960a53f3f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=51be698f-4663-4a18-836d-6382d6d9d069,2020-07-22T14:25:56.771Z,2021-08-17T14:31:49.975Z,,,csv,,"Transport / Mobility","Active Travel, Scottish Household Survey, Mode share",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2017.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/d292fc7e-9657-4f1b-bb65-042262d196fd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=58185fbd-906d-486f-9e9d-e0ac31a5ea2d,2019-04-30T12:43:55.842Z,2019-12-20T14:24:59.936Z,,,xml,,"Transport / Mobility","Transport, Cycling Scotland, Scottish Household Survey, Active Travel, Transport and Travel in Scotland",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2017.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/d292fc7e-9657-4f1b-bb65-042262d196fd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=3e3273b3-c653-44e3-b6ef-645d3decdf60,2019-04-30T12:43:55.842Z,2019-12-20T14:24:59.936Z,,,csv,,"Transport / Mobility","Transport, Cycling Scotland, Scottish Household Survey, Active Travel, Transport and Travel in Scotland",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2017.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/d292fc7e-9657-4f1b-bb65-042262d196fd,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=fad11ec0-7797-44e6-abe2-d0bcaef81024,2019-04-30T12:43:55.842Z,2019-12-20T14:24:59.936Z,,,json,,"Transport / Mobility","Transport, Cycling Scotland, Scottish Household Survey, Active Travel, Transport and Travel in Scotland",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2019/20. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b9fa9cf4-16b3-4d13-97c0-29c2d0c21d6a,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=ddd63aef-2696-46d3-a7b5-89559ac8c803,2021-10-13T11:55:10.006Z,2021-10-25T10:58:41.064Z,,,csv,,"Transport / Mobility","Transport, Bikeability Scotland, Active Travel, Schools",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2019/20. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b9fa9cf4-16b3-4d13-97c0-29c2d0c21d6a,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=9c85eebd-326e-4713-b81b-76cc3734a81d,2021-10-13T11:55:10.006Z,2021-10-25T10:58:41.064Z,,,json,,"Transport / Mobility","Transport, Bikeability Scotland, Active Travel, Schools",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2019/20. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b9fa9cf4-16b3-4d13-97c0-29c2d0c21d6a,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=5a716f5c-b44b-42ff-aa29-9fccba0aab6f,2021-10-13T11:55:10.006Z,2021-10-25T10:58:41.064Z,,,xml,,"Transport / Mobility","Transport, Bikeability Scotland, Active Travel, Schools",OGL3,
"This dataset shows communities across Scotland that have received funding through Cycling Scotland's Cycling Friendly program",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/f623d8cf-cdaf-426a-90f2-63387b8d680b,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=9e4f2a31-315e-4b91-a501-26753fa87137,2019-10-21T11:53:05.320Z,2019-11-08T11:16:27.479Z,,,csv,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland, Cycling Friendly",https://creativecommons.org/licenses/by/4.0/legalcode,
"This dataset shows communities across Scotland that have received funding through Cycling Scotland's Cycling Friendly program",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/f623d8cf-cdaf-426a-90f2-63387b8d680b,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/9b8b85e0-8d97-4b9f-8ecb-36419272ecc5/1/urql,2019-10-21T11:53:05.320Z,2019-11-08T11:16:27.479Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland, Cycling Friendly",https://creativecommons.org/licenses/by/4.0/legalcode,
"All-mode traffic data from 48-hour surveys across Scotland in May 2020",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/efd6da79-b22b-404b-86f4-dfd2987ba92e,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/c8363aa0-5cff-40ba-b60a-893455bc1e0b/3/urql,2020-06-23T14:45:34.278Z,2021-08-17T14:42:02.646Z,,,json,,"Transport / Mobility","Cycling Scotland, Data, National Monitoring Framework",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2020",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/efd6da79-b22b-404b-86f4-dfd2987ba92e,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=a238bc4b-b71b-4c9b-b3e9-f3d96455309d,2020-06-23T14:45:34.278Z,2021-08-17T14:42:02.646Z,,,csv,,"Transport / Mobility","Cycling Scotland, Data, National Monitoring Framework",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2020",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/efd6da79-b22b-404b-86f4-dfd2987ba92e,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=b00b0df0-fbdf-47aa-833d-1eea8e7bef50,2020-06-23T14:45:34.278Z,2021-08-17T14:42:02.646Z,,,xml,,"Transport / Mobility","Cycling Scotland, Data, National Monitoring Framework",OGL3,
"This dataset holds the locations for all of Cycling Scotland's all-mode traffic counts which are undertaken biannually across Scotland. The dates of each count are included.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b4caea0b-4a89-41de-9bf4-5f349f1f7cea,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/b7c2f32e-599b-4c60-b298-38ae1257ae7e/1/urql,2021-12-23T16:01:50.046Z,2022-01-05T08:30:14.102Z,,,json,,"Transport / Mobility","Traffic counts, Active Travel, Transport and Travel in Scotland, National Monitoring Framework, Cycling Scotland",OGL3,
"This dataset holds the locations for all of Cycling Scotland's all-mode traffic counts which are undertaken biannually across Scotland. The dates of each count are included.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/b4caea0b-4a89-41de-9bf4-5f349f1f7cea,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=e9a35cef-fa69-4c96-aeba-59c79ea73a2a,2021-12-23T16:01:50.046Z,2022-01-05T08:30:14.102Z,,,csv,,"Transport / Mobility","Traffic counts, Active Travel, Transport and Travel in Scotland, National Monitoring Framework, Cycling Scotland",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2016.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0f20095c-c878-4f07-962d-8db0faaa0b5c,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=aa86d727-c4eb-4c00-b8ae-69fdd191ceb7,2018-05-15T10:17:06.963Z,2019-12-20T14:17:44.695Z,,,csv,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland, Scottish Household Survey, Transport, Transport and Travel in Scotland",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2018/19. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/e2de0fb8-ef8b-4b22-8342-c22f08b81395,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/b7008642-43ed-43b5-9e03-69e08f88172a/2/urql,2019-11-08T11:37:05.577Z,2021-10-13T12:33:19.745Z,,,json,,"Transport / Mobility","Active Travel, Bikeability Scotland, Children, Cycling Scotland, Schools, Featured",https://creativecommons.org/licenses/by/4.0/legalcode,
"Schools in Scotland which delivered Bikeability Scotland training in 2018/19. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/e2de0fb8-ef8b-4b22-8342-c22f08b81395,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=21710091-2919-4f96-8c1e-3eb8940e955b,2019-11-08T11:37:05.577Z,2021-10-13T12:33:19.745Z,,,csv,,"Transport / Mobility","Active Travel, Bikeability Scotland, Children, Cycling Scotland, Schools, Featured",https://creativecommons.org/licenses/by/4.0/legalcode,
"A real-time daily upload from each cycling counter within North Ayrshire Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0bbe839b-6eb0-427f-9da0-105fc91cad59,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/1b1f46df-8b37-48fb-90fa-9f464bb8f30a/1/urql,2021-09-25T13:03:52.003Z,2021-11-16T16:05:08.550Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within Aberdeen City Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/34019298-02e8-41c0-95e3-b08133e33d2e,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/8d4d35a1-5205-4fc0-a29a-6d6d0a779354/1/urql,2021-09-25T13:07:30.456Z,2021-11-16T15:55:54.734Z,,,json,,"Transport / Mobility","Active Travel, Traffic counts, Cycling",OGL3,
"A real-time daily upload from each cycling counter within East Dunbartonshire Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/fa2e60c4-73a7-4cb6-91cc-c9ce4a634c59,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/439481f9-ed01-4880-8d9b-55bfe12ea932/1/urql,2021-04-26T15:40:44.580Z,2021-08-13T09:07:26.847Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within John Muir Way's cycle network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/e318582c-569a-4734-8304-5bf7df9f0db8,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/dfa2e487-eeda-460a-aaf3-03f4b73893b4/1/urql,2021-07-29T17:34:56.704Z,2021-08-13T09:07:51.089Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within Stirling Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/83ca4907-393d-45d3-b141-853266140346,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/455c088b-1f4a-4e95-9ba4-803f663c2500/1/urql,2021-08-17T15:42:36.457Z,2021-09-16T07:54:55.151Z,,,json,,"Transport / Mobility","Cycling, Active Travel, Traffic counts",OGL3,
"A real-time daily upload from each cycling counter within John Muir Way's cycle network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/80b5351e-5280-426d-a8ae-5af79ad2afbb,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/4709d578-f2b6-4584-b8e2-4512c5936f65/1/urql,2021-07-29T17:25:22.766Z,2021-08-13T09:08:20.139Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Traffic counts",OGL3,
"This data highlights all primary and secondary schools across Scotland that have received a Cycling Friendly School Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/a9c9055c-4393-4b9a-a1f9-e262674f64db,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/13028f91-1f7b-4997-a377-55940b35db51/3/urql,2019-10-18T10:57:07.618Z,2019-10-30T09:41:14.103Z,,,json,,"Transport / Mobility","Active Travel, Children, Cycle Friendly, Cycling, Cycling Scotland, Schools",https://creativecommons.org/licenses/by/4.0/legalcode,
"This data highlights all primary and secondary schools across Scotland that have received a Cycling Friendly School Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/a9c9055c-4393-4b9a-a1f9-e262674f64db,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=9d7823fd-27b9-4088-9dc5-377d52139fee,2019-10-18T10:57:07.618Z,2019-10-30T09:41:14.103Z,,,csv,,"Transport / Mobility","Active Travel, Children, Cycle Friendly, Cycling, Cycling Scotland, Schools",https://creativecommons.org/licenses/by/4.0/legalcode,
